3d9dc1b5|Lxzfx|5.33|8.76|0.27
ba04f124|Oygk|8.55|3.26|-8.56
50de9703|Voh|10.96|4.68|7.08
c71b1463|Sbgs|8.1|-2.77|9.31
514c37cf|L82|-4.75|9.04|-6.12
a26b7a1|Jwdj3|3.17|0.84|-3.86
2129ef5a|Zm7|-5.51|1.46|6.23
258e0b48|Mttay|3.07|1.47|-9.03
d3d158c0|7ktg|3.07|1.81|5.94
e690479f|Oat|-1.75|-9.46|-5.66
7ff54c0e|Nbz|7.84|-3.94|8.14
88e4e928|Rt0h|-0.29|-9.62|6.76
85a53b58|Jnxc|7.52|-8.26|7.69
696d5894|Ifjld|1.11|-4.5|6.68
a331e9e0|Jao|-5.75|-3.48|-1.33
bdface2f|Fiw|-6.49|9.72|5.53
5a6e0275|M2x|-7.22|-7.67|4.99
6cea2451|Qqm|-5.3|2.24|-6.1
5afad60a|Wknx|-0.13|6.32|-8.81
c2dee3c8|491fc|5.04|-0.18|-4.47
86f2bc5b|Uoo|-8.08|-0.54|-6.99
d1b70cfe|Sknq|10.8|8.1|5.04
8c4c2e97|Qtfpd|-9.32|-9.13|8.08
fbe0b71d|Gtbj|-8.94|2.93|-8.77
51289dbc|Pgl|-9.99|10.92|3.37
e0248c17|Avql|-10.85|-4.88|10.39
aab5bf3b|Jepe|5.17|-8.14|-5.76
7648f6ae|Mxqe|-8.91|10.24|-7.44
5bc06a52|Tkxr|6.71|-5.78|-2.02
900e1f19|Kht|-2.33|-5.44|-1.65
1dc21d6f|Qsyg|1.54|-9.1|-2.98
6a5e175a|Kth|-8.45|-8.25|7.31
7ebdf829|Ayxz|-5.96|6.88|-0.38
2e063aa8|1ak|5.15|-6.66|5.87
b552b6f3|W8var|8.33|5.71|6.3
9ab81da0|Voh|-8.4|-9.96|9.93
417ba353|Qugb9|-2.39|7.83|-10.44
72b903f5|Qiyt|-6.97|9.41|-2.03
146dd280|1e1l2|-1.79|-2.72|10.15
963d158b|J85m|-9.02|-8.86|4.31
524a38c9|Zaz|-6.03|-1.1|10.56
4ba078ce|U6d0|-10.31|-7.99|-4.81
781b2e9|Dsxy|8.75|5.45|-3.88
dd616f24|5jb|-1.81|-6.85|-9.7
5e40264c|Yxzxl|-3.32|-2.75|7.71
4043d69b|Ohjai|7.05|-9.87|9.49
486d3b4c|Lrp|-5.38|-3.51|-4.12
eddfd56a|U5w8|-5.02|-8.11|0.63
25b99352|Hsk|7.17|3.73|3.61
45902bbc|Gml|7.41|-1.22|10.49
b7fa7036|Xw2e3|4.85|-8.09|-5.74
9622880a|Myhy|-2.09|10.32|-6.37
202bc7fb|Dcr|-0.36|-3.13|-4.54
c468920f|Nci|-2.6|-1.13|6.03
8156c204|0pqr4|-1.93|3.91|9.25
f2525131|Yib|-8.58|-0.77|-6.44
7c6914|Tcf|-1.04|-4.83|-0.82
f73fdd9d|Ldbmc|-8.46|4.89|1.68
e4dd7f29|Itme|-0.01|8.28|-3.67
d8cfaad5|4w3yk|2.46|-9.91|-2.87
9817fc30|Bdx|-3.34|-4.04|3.37
ecb45658|Lcahh|6.2|-1.02|6.16
3fe47253|44ofv|10.72|-9.66|6.72
9ed82eb0|W5vpi|-3.81|8|-10.86
84a324f1|Ayokx|-0.48|5.93|4.61
e1e2517d|Uqlo5|9.51|5.46|-2.88
51df9c03|Vea|-3.12|5.5|-5.35
62b69f6c|Czleo|9.59|-1.08|-1.57
871b38a4|54k|-9.42|3.57|-0.41
fd659caa|Qeceu|-6.96|5.2|-9.56
7e7092f6|Mhptp|1.6|4.49|0.56
a297ae86|Gk5g|-5.45|7.98|3.48
a1365402|Th97e|2.51|2.53|5.35
c15d98f3|Fzs|2.92|-3.17|-1.76
45bc681f|Swpoz|2.25|6.15|1.6
2f22e13c|Nsv|-4.15|8.62|-7.88
7a1e503c|Azg|5.6|-3.65|10.74
9b464176|204|-2.31|0|-1.23
2be3d76d|4kx|6.23|7.56|-5.41
62332915|15991|-10.32|1.81|5.52
3f0d63d7|Rcs|-0.93|4.2|-7.48
e4a4e797|Xohwh|0.91|8.27|-8.66
f0576a56|N02o|2.77|0.31|-6.04
34166ad6|8hk9|10.9|-7.14|8.52
b41f3208|L2k|9.82|1.38|-6.16
b3b6d1cc|Ujt|8.07|7.83|-8.69
32722884|Eca|9.26|0.71|6.4
62bf94af|Cwb1p|5.07|-7.19|-2.3
d74a7171|Iacv|-7.52|-9.12|9.23
ebebcc35|Epps7|9.46|-0.55|-0.75
cef74be8|8dv|1.99|-3.38|3.92
c35a37c6|D7o2|2.44|4.88|-5.35
a55246fe|Abn|8.69|9.29|-4.39
3c478d7a|Ogn|-4.6|10.01|-9.79
5f987c2e|Qvn|6.65|10.22|-4.63
c00b3d51|Ouo|-2.41|9.61|0.87
10248650|Zyr|4.88|-1.23|10.35
7f47276d|J14g|-3.21|-8.21|-4.56
a7627a77|Cof|8.57|-9.27|-10
dfa71512|Ni6|10|9.32|-10.56
bd9c59b6|Migkt|-10.55|-4.31|3.92
469712c3|Qqaze|-8.18|-2.57|6.47
f2546bba|Bwyz|9.95|4.98|-1.01
39613ba7|Ud6|-2.95|5.67|-7.2
cdb0378c|Hz54|3.41|-8.77|-10.99
c7a840d6|Xmmxj|-0.11|-3.63|-6.52
f8d7e9fc|Svhe|1.44|-10.63|5.95
147823f2|P2q|7.56|-10.53|-10.03
76db3064|Lvbd|9.66|5.54|-9.26
1a892750|B442j|1.59|2.11|0.85
68b57157|Dpxf|1.83|-9.62|2.06
811e3bb|I4v|1.97|5.12|-8.27
907d9a6c|Hbf|9.45|4.73|-0.39
cbadd956|Rsd|5.34|-3.37|7.81
804f0cf0|Kdze|-8.58|9.76|-0.88
3bf3558a|Qfcp|6.65|-0.39|-7.07
891336a7|Ksp|4.16|-4.93|-6.82
cc9c8f4|Tritv|-6.75|2.31|4.84
c8e91a07|V9x|2.21|10.45|-0.84
d0e38814|U6l|8.61|4.35|-3.27
7d6f1eb4|Rwe|7.69|-10.01|-1.8
efdcb8bf|Lm23|-10.22|8.88|2.49
25716939|8wn|-5.8|-1.67|1.26
1ac5c93c|Ntlws|-10.86|-8.91|-9.1
49a81742|Pst|-5.78|7.86|10.81
2c74a1e5|Uiyue|-2.2|-3.5|-2.24
bf4f3dcb|J13|-6.72|0.21|10.94
5a92fff5|J3e|2.21|-9.25|7.37
82f76764|Q3l|6.3|-5.36|-6.1
3eda8524|Rqmqf|-9.58|4.24|-4.52
16d0efb5|Hzzjk|4.85|-0.1|-8.9
ae5a4991|Dwbh|6.61|10.23|-6.24
e13e355b|Qvw|8.81|2.35|-5.92
3555c6fd|Dkh|8.35|3.01|8.39
cabae3df|2nxk7|7.26|-7.65|2.14
c901e5c1|Evqnw|7.44|-10.28|0.91
2e8bf994|Qzgh|7.64|10.94|4.87
fa908fb|Zfzqa|5.39|-9.73|6.33
e2be057b|P9y|8.52|-5.82|-8.68
9d107542|3hhz|-4.41|-1.67|7.41
c4a051b1|Qai|-7.1|0.7|0.22
cf19ab0a|Rj74|2.36|4.89|3.46
bd680789|Uxhk|-3.58|-6.36|-10.19
acb993d3|Syg|1.95|7.86|-4.08
8a4a3949|Peqs|8.15|8.07|-5.73
221ec5b5|Yzoo|7.53|-4.99|-3.64
f2d11d6|Gwbcu|6.51|2.48|-5.19
1ed6f5dc|En6|1.21|-1.23|-7.34
5c709093|Vzu|-10.43|5.9|-10.4
cfad630f|Psfw|-1.63|6.95|5
5ce67884|Nlmh|8.12|2.38|-3.02
d7a06d83|3i5|0|-10.05|7.28
2c0458a0|Gggj|0.79|7.02|-8.57
19b5b77b|Yju|7.95|-3.47|8.94
1ebd87a8|Dbd|-7.83|2.78|5.43
704a74c1|Orkdy|5.06|-0.07|-4.37
7e1dac00|Mvo3|5.05|-2.01|-5.08
4e47d163|Vnann|-1.15|1.12|5.73
65953b22|Bbna|6.57|-2.83|7.49
10c298a0|Wnzq|6.09|-3.58|-6.52
3ba5bf70|Iclwy|-0.71|9.48|1.85
76e50615|Tfxpx|3.39|10.07|-5.11
7ae711d7|0wud|-3.7|-0.7|4.3
dd9e3b1f|Bmws|-4.34|-4.06|6.44
80940e9c|3by|-4.26|6.14|-10
a156aec9|Bq67|0.79|8.53|-1.77
3a7d67ce|Tjr|4.45|10.21|4.67
472dbf96|46v5|4.68|9.6|3.41
8978e386|Ivrh|-7.77|9.3|3.31
aca04a29|Qqfwv|9.16|-7.63|4.45
132f8490|6haqv|-4.02|7.57|3.33
cd7846b5|Cqzkw|-9.89|1.06|-2.77
14fb9cc3|Pdlbu|-7.75|-3.69|4.79
2837dd61|Bjoc|2.71|4.77|10.7
5ff633ad|8p25|5.27|7.8|6.26
23f728ee|Hmx|3.88|-1.34|-8.18
d0d9671c|Kxxu|10.76|-5.99|5.01
dc38cf40|Jqgar|5.51|6.93|-0.26
3cba6d8c|Xwcm|-5.03|-8.9|-7.29
ef6cbc48|Cpa|-6.44|8.22|4.25
189631bd|5xvi|-0.66|-8.75|-2.73
ec767338|Yhkjw|0.44|-4.53|-0.06
39f7adf6|Csm|3.51|4.17|-5.79
d7f15d8f|28z|6.41|-10.97|-8.21
f947e602|Tcuv|1.03|-5.41|10.52
76c24f51|Uiqx|10.74|5.04|-5.81
18d47fd6|3xxoq|5.43|10.97|3.66
49c22efc|Hcz0|7.59|-6.79|-10.9
753ebbd|Ft9|-6.61|-7.25|-0.5
173b833a|Llbw|10.95|-1.76|7.52
5aeafda1|84r7b|7.13|6.23|8.72
c73696a|Cmw|10.59|1.83|-5.54
d7ef7900|Xf4h|0.2|9.17|0.5
42e81273|Frq|-2.94|-3.92|-0.32
80d2bfc8|6l5q|9.73|4.01|-2.25
f0d89613|Rsf9|-6.36|9.47|-5.83
fbbe1cfe|Bmx|-0.72|-2.75|-5.88
3ea9f23f|Qwpf|8.78|-9.84|-9.55
f2e563ed|Qyq|3.19|6.74|-1.8
38108bfb|Vgpxl|10.5|5.42|7.75
c0b55100|Hg1|-10.29|10.45|5.73
2540d87b|Ikncr|10.45|-6.92|9.69
8be5c08b|Mpys|-8.39|1.57|-4.98
7f6a5b86|Jedss|10.67|-3.62|5.28
6b42528a|Lkbk|-3.11|7.13|-4.33
5e4b0ce7|Tqudw|9.74|-0.8|4.76
4b3eab99|F5y|1.21|4.32|6.37
a782d512|Ixukf|6.63|-1.12|7.17
9266c17a|Byj2|3.12|-8.88|-6.09
f96a986f|88jpd|-8.81|-3.51|-0.23
ca64f5b5|Ip9|2.8|0.37|7.9
99c6ad57|Criu|-4.95|-3.65|-9.97
42f270d0|Mck|-7.5|7.06|6.8
a7882237|Pqmns|4.21|-4.69|0.78
f7596227|Cox|5.47|1.74|-5.52
7aca418|U2og|-8.85|10.93|-1.66
554b006f|Tjaf|3.42|-5.72|0.81
bd819dd4|Fulnp|-6.02|-8.53|4.35
d0879e36|Sagod|10.84|3.74|7.65
6b0a2a0e|Solk|1.36|1.89|-0.63
7ed64ca3|Bxnm|4.33|6.16|2.39
75802296|1zy9f|-0.81|8.85|4.61
af279090|Mce|10.73|-5.44|-2.42
c4d89897|Afh|-5.74|-3.88|-4.02
885989a|55z|10.08|8.72|-0.91
2f1184d6|Yhmy|1.7|-10.15|-1.71
e80ffd6a|Rpdy|-2.43|0.95|2.29
44df8c66|Rcsl|-8.97|-1.86|9.67
ea004341|Fcopg|-8.82|6.81|-0.83
83ca72e5|U26a|1.84|-0.17|-3.94
bdadf272|Oop|7.73|-6.26|2.57
4900ada5|Guw|10.56|8.02|6.87
f881d874|Gwbh|-4.7|8.73|5.67
9f4d6346|Prff|-9.16|-9.47|0.23
25ee3bc|O7c|1.47|3.55|5.18
b4a50366|Wnup|0.14|7.04|-3.45
d04c26b6|Hoava|-4.44|-8.02|-10.27
93a56028|Omaa|-0.99|3.14|-3.66
6d704c2c|4gy4|0.57|-0.84|-1.49
9fbefcd7|Epplh|0.82|-9.03|2.47
5c5a32da|Wth|5.7|-4.72|-7.19
d3a254a8|Fsgz|-6.62|-8.58|1.59
9e9fa69b|E95|-1.85|-8.8|-3.08
5167d1ed|Sllw|6|-2.26|-2.06
fb5a3172|Q4jc|4.53|5.32|10.62
596898dd|Zgnl|-10.4|-4.19|-1.56
42b04f0c|Sfbuu|-9|-5.05|-1.09
84d5fd0f|X5f|10.24|9.43|-9.02
618aeecf|Y7oh|-0.29|-10.28|-7.32
77801f1b|Tgym|9.53|9.45|4.02
a4ccee4|Xbf|7.28|7.31|1.5
70d50c1a|Jrwtm|-8.53|10.97|8.15
cfae1274|Nqb19|-7.57|7.78|6.73
ddb2b3c5|Mi03|2.27|-7.77|5.08
4001f6d6|O67v|-9.17|2.14|-3.15
50a4530f|Hkuyc|-1.86|5.04|-4.62
55b07058|Kyze|6.44|6.25|8.63
eff92fd0|Hgw|2.2|10.9|-4.03
cacae044|U1ov7|-3.24|-6.3|-1.25
bd02490d|Trcv|9.19|-0.35|-0.96
869de7e7|Wmn|-9.43|5.72|-5.48
eca74793|Gcnj|-2|-5.52|7.92
931c1f3c|Dmq|6.64|9.74|-5.13
93db4e44|Od1v|-0.05|3.46|-1.75
4bcf42a3|Aew4|4.24|-2.87|-5.32
6170fdeb|Ad9|3.43|10.41|-1.36
37e7084e|Pzim|10.8|-8.6|1.68
4fa6db4b|Agd|-2.79|0.7|-5.79
455e3c01|7d8|-0.06|-3.17|-6.85
b3ac5376|Bmrz|-1.34|-2.02|9.5
765a5be3|Gespn|9.78|-8.52|-6.55
7684ebce|79i|-2.05|-0.23|-10.8
4a477da3|Fiwye|-3.7|3.6|7.8
6f5c43f8|Wjwq|-3.65|-10.01|-9.11
45effa70|Ujd|-10.68|0.2|-10.01
4ffdc999|Tksgx|6.84|-1.04|-7.26
31186009|Mwcfx|5.76|9.93|-6.96
64fbf699|Sqt|3.73|2.28|7.72
f36c0f08|T9wa2|6.02|-8.6|-10.03
3c8431cd|Tf4fx|0.16|-3.69|-7.37
26dafe26|Cnk|-2.69|2.35|10.59
2e77425f|Pdupp|-8.64|-6.2|-5.46
f20743b8|Tkz|2.86|-2.94|8.14
df92ad17|Sqju|4.95|7.7|10.98
8659a1e8|Viz|4.24|6.05|-4.36
6a408605|Urppz|6.62|10.7|-10.29
a0ab6068|Rbth|-3.76|-8.33|-5.45
b99d9288|83te|6.99|7.39|3.25
ec80f5ec|Trc|-9.07|-1.59|5.82
67d74530|Bzqcl|-2.42|-0.65|-2.68
e9ccacb5|Bjnp|-3.28|-7.46|0.91
e9a38ca|57p|-4.11|7.63|-4.07
4ba433b8|7ss|-3.54|6.26|2.58
583cfb85|Eu0|0.77|10.15|6.04
e1cdafe7|Rubt|-9.88|7.75|-4.04
fb457ac5|Lii|10.71|-0.87|1.63
b25eec9b|Wwix|-5.56|10.18|2.06
9f4879b9|Erymd|-3.77|-8.38|5.04
1e756d7c|Hgovm|8.56|-8.67|3.06
4cbfb725|Ikk|-6.44|7.56|-8.83
27ced13d|Wzin|8.3|-2.71|3.89
60ca9105|Ocb|7.97|-3.96|5.35
5ffeb40a|Rih|1.99|4.89|-3.04
d4ecc558|Bqox|-0.83|6.12|-8.97
15a57acc|Jclje|-6.17|-5.23|10.42
53881ba9|Hqy|-10.34|8.87|-0.37
dead8acf|Iaujn|2.87|-5.19|-5.44
41ad3988|Hewp|4.46|4.54|-7.02
cf5ee39|Cdo|2.57|-2.12|0.34
dc9b01e0|Wdbue|-10.46|0.27|0.66
5f9d1a54|Ifsb|1.74|3.31|4.12
6b2fde4c|Xliur|5.25|7.86|-6.93
9ed64f03|F1r|5.43|7.26|-8.6
f2364ed1|Lch1|8.42|-9.85|-9.9
94d7c2f|Lf4q4|-4.91|-4.91|-7.44
758ee248|Umhr|10.67|10.62|-5.48
531b8eaf|5jpxn|6.46|-3.48|9.02
4c1d4360|X0v|10.96|1.05|10.4
d094f7db|Xptpd|4.94|-4.03|2.67
d3edeffd|Atr1l|0.96|6.98|-1.92
4e79d4d3|Xkvh|-3.64|-6.1|-0.92
e7b59ddb|Vcup|-6.2|-6.42|0.09
312b25aa|Rewm|9.47|3.83|-9.66
6bafbb4c|Jlk|-9.3|7.82|-10
c8c93b94|Kcvdq|-4.85|-7.95|4.36
c35f2c14|Ksbm|9.97|-8.07|-2.86
13f4923c|Bglm|-7.66|1.14|-1.35
f6f52ae6|Rpp|4.01|-7.29|-5.04
cd8705c7|1xz|-7.59|-7.53|9.63
695458e4|Psg|7.64|6.87|-8.05
acdfb940|Jtao|-4.95|-4.15|-4.31
3525ef78|Bgx|-10.82|8.75|8.7
ee97e5c3|1cfb6|9.62|-7.72|2.31
61689107|Z97b|0.87|-10.51|-8.8
cd858f93|5i7h|10.69|10.7|-4.82
69c4790a|Ilgf|7.45|2.19|-6.28
4632dc50|L2t|-10.72|2.67|-9.16
fdba1adc|2bt5f|1.93|-3.97|-2.62
305a82a7|Smm|6.37|9.84|2.53
ca491a91|Pphpd|8.47|-2.82|5.75
da3e3d8d|Fhhcq|-1.7|-4.66|-0.22
2927b484|Z408|8.69|-3.21|4.91
6a1db314|Sez|1.25|-8.18|0.68
eede7e53|Cggj|2.72|6.04|6.76
cb46be89|Nee|-8.37|-9.35|-6.18
626ef785|9p12n|-3.24|3.88|0.2
897fd687|Luqpp|8.79|-10.35|6.27
8a9533e1|1ng|-6.3|1.28|8.12
accbcf5e|Dwa|3.83|-6.67|-10.27
17172557|Kctas|-4.69|1.43|8.27
7c235faf|Psr|-2.69|-3.86|-3.52
5c51885e|Xerlw|8.61|-4.03|10.39
3e6ab406|Vvyx|2.48|-10.76|4.8
faddd57|Eer|7.15|-4.28|-4.32
237404c7|Wssa|6.76|-3.31|5.69
869450cb|9lt|0.7|8.76|1.27
4eb6556f|Tgyl|8.33|-8.31|10.95
16a6fb49|Ctpn|-2.24|-3.02|-8.9
681b7d0|Fwn|-8.78|8.82|-2.1
c60c2b70|Fn89q|-1.28|-9.03|-2.25
92f30589|5ga6j|-9.81|5.81|4.79
17a0ff0|Cpu|-7.32|9.04|-2.12
caf572e5|Xz20|-9.76|7.16|-5.83
f0c52b2a|Oljl|7.65|0.63|0.55
45c50047|Fyh|0.39|2.38|-9.63
dffd9c04|Grvwm|-3.02|5.25|7.17
b71316ea|Mpnp|10.3|2.45|-7.97
268f744b|2x0p|-5.86|5.05|-5.74
ee4b483a|Inapb|10.23|10.83|0.86
24f139e4|E2s|0.03|-3.82|5.41
8ba7e95e|Tsz|2.39|10.47|-7.87
275ca6f8|W8e6|6.03|-7.04|9.31
eff4251c|8rhh7|-6.41|-4.49|-8.63
5c135938|Fjvce|-6.41|-4.08|-6.92
71b01802|Jm4k7|8.71|2.55|4.58
c6551a68|C2517|10.54|-3.71|-9.27
6cef0e4d|70c1|-1.92|-9.93|10.24
c78228ba|Mio|2.28|0.86|2.35
8f337b9e|Feeul|1.21|3.96|-1.51
64db9142|Wtye|-6.07|4.61|0.63
8be336ce|Svm|-8.62|-1.99|5.02
1556ba9b|4krx6|6.16|-1.28|10.78
51cae136|Qgn|10.91|-0.25|1.95
5ee4bc8d|Prf|-2.62|-8.3|9.24
492e625a|Csigz|8.98|-5.44|10.03
63dee24c|Y8l|9.8|-0.44|7.41
8ccfc939|U78|3.95|2.17|5.56
cb99c463|Ct7c|-7.34|1.92|-9.83
1ed386d4|Z1eyy|-4.73|-0.69|-0.57
a1e551d2|Jixy|-1.74|8.68|-10.59
3f0eb514|Btapx|6.77|9.36|3.26
48d0de44|Zuxvj|4.49|7.91|-5.02
85c7d771|Zmlec|9.82|9.5|4.11
a61e6953|Ym3a9|2.92|-9.94|3.87
46fd6524|Vtc|10.78|7.37|-4.74
4f29e9b8|Mvzeg|-0.09|-8.88|5.68
72ba9a6|1ow|-7.46|-10.06|-2.55
62c7d3e4|Yny|-8.37|-2.24|6.26
3ee90015|Pshbx|-9.13|-7.92|8.74
72246813|Seb|4.65|1.31|-7.47
286f2c7a|Hthh|-10.94|-7.64|9.24
7acd9559|Hlo|9.47|-6.38|9.87
40f14f8|Yarxj|-8.65|4.98|-5.81
5985063a|Annff|6.64|4.02|-1.21
3ecfbc09|T07s6|-4.44|5.13|2.38
2739e93b|H2my|0.37|0.92|-10.69
bb679565|92vr|-7.69|-5.86|-8.26
d32a89c|Sbtd|-7.61|-8.32|-7.33
fd8e504d|Utkmp|-0.53|9.26|4.66
200ee9bb|Tywsn|-10.59|3.69|5.86
a2bea9cb|3j9|6.42|4.34|8.5
4b4e3704|8fl8i|6.49|-9.13|-1.48
2f94d218|Nx53|-10.1|10.59|3.61
5e7df822|Jqn3|8.77|-7.74|-5.47
228ed218|I46e|6.78|1.03|-9.9
bd233324|Qme|-1.02|3.72|-10.2
62540d3c|Cw81|-1.75|-6.36|-3.18
1275c4c1|El9w|-7.2|-8.93|-4.88
f331fdba|Eqhz|2.97|1.11|-0.16
49da5023|K6xc|-7.09|-5.47|-9.32
d63f0b7b|Qi7|-8.73|-6.46|-0.26
52bd0563|7vg|-1.32|2.67|7.32
70bad458|8ik9a|8.69|-9.74|8.84
1d356541|Rnaqe|0.27|4.98|-9.68
a4840402|Tdtc|-8.92|10.97|-6.04
cb48fdee|Ehka|-5.62|-4.87|7.9
4ef682e9|838c|-1.93|10.68|-1.54
4b652436|19ux7|-4.03|9.12|-10.92
b63bbd24|Refc|6.69|-9.19|-5.4
62de5bb4|Ahnb|8.89|3.06|-6.35
98f0b5d6|Ypqzm|2.82|5.64|9.01
9599432|Lik|-1.05|1.12|2.54
c03f5623|Ejhqj|-1.45|-6.99|-5.35
53ddff1c|Umxnr|-3.95|0.47|-0.29
73f72e0b|O55|-9.36|-5.84|-7.89
f1770600|Hlaj|0.63|-2.64|7.53
d85aeab2|Oqkhq|1.16|8.88|3.55
8401b79|7eh|-4.84|6.14|-2.42
26b15f1e|Szf|-2.35|-3.12|5.7
6a8de464|U4cs2|6.96|-2.12|-0.3
97b95202|Zuz|10.93|3.09|7.61
668b5373|6wcu|-6.35|-5.66|6.49
1e449128|Wehuk|-9.89|-1.76|9.54
4f3e6f9c|Glm95|-10.56|7.21|-4.57
9af30988|Gvfl|-2.25|-8.09|2.31
c51f300b|Uiaor|-0.33|6.76|-9.34
95fc1db2|Mfi|4.84|4.27|8.04
b0bd46ed|Sj9m|2.98|9.95|0.17
e80acd3b|Nqbb|-3.94|8.93|-7.68
1459ebad|Fszvc|9.55|-6.6|-1.19
599f0767|Usa|-3.39|-0.47|9.96
5cab8d9a|Kwpm|-9.63|-4.64|-10.43
b3965606|Mcla|2.81|7.02|10.49
3afda2b4|Zfwvt|6.05|-6.38|10.59
68b13ae1|Ettm|-4.8|-1.07|0.09
2e856246|Qfu|2.25|10.5|7.97
d3842024|Bql|-3.35|4.38|-7.13
9315130c|Qjg|9.24|1.66|10.85
e1861d0e|Gls|-9.26|-3.67|-2.38
a893f9aa|Zucgt|3.09|2.61|10.02
444731c9|Hip|-6.25|6.81|-8.78
fd674b68|Lfctz|0.74|9.66|9.27
2a286de5|Rvj|-2.77|-4.59|6.68
86575dd2|Ghz|-1.29|2.44|8.32
814f3d4d|Zcqmd|7.78|-5.01|3.03
4d88b0ef|0vc|-3.48|8.26|-0.83
4dc2d910|Dpg|7.61|-9.11|10.99
b77287f9|Vms|-1.49|-1.67|-8.21
66ad611a|Gvfci|-0.87|-2.2|-9.77
a8f9ed61|Gfnny|10.66|3.33|-2.61
be3267a4|Kzrw|9.39|-7.21|10.82
bb18505f|Cpy7d|0.21|-9.09|7.19
aa815180|Gwsj|-10.9|-0.41|-4.82
199034d4|Ivkw|-5.18|-2.65|-3.33
8bd29b7c|Gmj|8.89|-7.49|3.62
227ac252|Gqlxe|5.06|5.56|-9.64
22e50438|Jhqiq|-3.98|-7.08|5.5
57722049|Sln|-3.14|8.63|-6.68
eb7faa53|Qyfe|8.75|0.92|3.67
3aba0f7c|Qnh|10.6|-0.11|-7.36
8f25959d|C8z7|-8.01|4.1|-7.72
8ff13fe8|Bepz|1.39|-3.59|-2.56
9fea630d|8owbn|6.85|-10.71|8.18
f3f60aef|Faw|1.51|6.53|-3.43
3042649f|Pjkqh|-10.21|0.49|-1.1
b49aea73|Qz0|0.04|0.35|-8.03
49f54269|Z610b|1.23|8.47|-10.47
73f6c31a|Gyjg|0.55|-3.21|3
cd66129d|Xmul|-7.86|-7.84|-2.04
2933dda9|Q0d|10.23|-3.39|0.71
d7615259|Avfdu|7.22|-4.59|-6.4
5be0108b|Srg|3.92|-9.93|-4.95
